pu_borough,pu_zone,pickup_hour,trip_count,median_duration_min,median_speed_mph,avg_trip_distance_miles
Brooklyn,Dyker Heights,21,3,21.67,17.95,7.32
Brooklyn,Dyker Heights,22,1,8.88,9.46,1.4
Brooklyn,Dyker Heights,23,4,11.62,13.55,5.143
Brooklyn,East Flatbush/Farragut,0,10,17.48,12.61,3.964
Brooklyn,East Flatbush/Farragut,1,3,22.03,20.86,8.277
Brooklyn,East Flatbush/Farragut,2,4,10.22,13.57,2.378
Brooklyn,East Flatbush/Farragut,3,11,13.7,13.29,4.855
Brooklyn,East Flatbush/Farragut,4,29,20.28,13.62,6.02
Brooklyn,East Flatbush/Farragut,5,53,32.67,13.11,7.777
Brooklyn,East Flatbush/Farragut,6,112,30.43,12.69,7.747
Brooklyn,East Flatbush/Farragut,7,125,30.23,9.33,5.903
Brooklyn,East Flatbush/Farragut,8,120,31.28,8.31,5.052
Brooklyn,East Flatbush/Farragut,9,90,26.96,7.66,4.208
Brooklyn,East Flatbush/Farragut,10,72,27.32,7.44,4.832
Brooklyn,East Flatbush/Farragut,11,64,24.75,7.72,5.091
Brooklyn,East Flatbush/Farragut,12,50,25.91,7.81,4.638
Brooklyn,East Flatbush/Farragut,13,54,21.67,8.14,4.226
Brooklyn,East Flatbush/Farragut,14,53,23.4,7.05,3.521
Brooklyn,East Flatbush/Farragut,15,43,19.28,6.82,4.173
Brooklyn,East Flatbush/Farragut,16,32,25.5,8.11,6.306
Brooklyn,East Flatbush/Farragut,17,25,32.35,8.56,4.517
Brooklyn,East Flatbush/Farragut,18,24,21.19,8.99,3.269
Brooklyn,East Flatbush/Farragut,19,12,27.19,9.53,7.043
Brooklyn,East Flatbush/Farragut,20,12,20.15,10.09,4.844
Brooklyn,East Flatbush/Farragut,21,8,19.7,11.55,3.546
Brooklyn,East Flatbush/Farragut,22,14,17.6,10.95,3.935
Brooklyn,East Flatbush/Farragut,23,15,15.12,12.44,4.175
Brooklyn,East Flatbush/Remsen Village,0,7,21.52,11.23,5.963
Brooklyn,East Flatbush/Remsen Village,1,6,13.71,12.64,4.37
Brooklyn,East Flatbush/Remsen Village,2,5,13.67,12.66,2.428
Brooklyn,East Flatbush/Remsen Village,3,8,15.29,13.4,2.841
Brooklyn,East Flatbush/Remsen Village,4,43,30.08,14.87,8.188
Brooklyn,East Flatbush/Remsen Village,5,83,25.43,13.18,7.061
Brooklyn,East Flatbush/Remsen Village,6,100,32.73,11.52,6.399
Brooklyn,East Flatbush/Remsen Village,7,136,30.64,9.2,5.374
Brooklyn,East Flatbush/Remsen Village,8,133,29.55,8.13,4.704
Brooklyn,East Flatbush/Remsen Village,9,128,24.63,8.5,4.447
Brooklyn,East Flatbush/Remsen Village,10,80,23.95,8.25,4.897
Brooklyn,East Flatbush/Remsen Village,11,69,29.32,8.45,4.997
Brooklyn,East Flatbush/Remsen Village,12,61,26.0,8.29,4.849
Brooklyn,East Flatbush/Remsen Village,13,62,24.45,8.93,4.698
Brooklyn,East Flatbush/Remsen Village,14,82,23.33,8.53,4.196
Brooklyn,East Flatbush/Remsen Village,15,55,18.48,8.84,3.597
Brooklyn,East Flatbush/Remsen Village,16,51,25.18,8.72,4.513
Brooklyn,East Flatbush/Remsen Village,17,28,30.64,8.54,5.325
Brooklyn,East Flatbush/Remsen Village,18,18,22.85,9.38,4.507
Brooklyn,East Flatbush/Remsen Village,19,28,27.15,10.13,6.103
Brooklyn,East Flatbush/Remsen Village,20,24,18.43,10.76,3.888
Brooklyn,East Flatbush/Remsen Village,21,13,15.45,10.93,3.731
Brooklyn,East Flatbush/Remsen Village,22,24,15.66,12.11,4.143
Brooklyn,East Flatbush/Remsen Village,23,23,19.35,12.87,6.312
Brooklyn,East New York,0,38,20.67,15.74,6.678
Brooklyn,East New York,1,25,14.68,13.19,5.428
Brooklyn,East New York,2,20,14.08,15.72,5.214
Brooklyn,East New York,3,27,18.95,14.44,6.491
Brooklyn,East New York,4,51,21.3,14.24,6.402
Brooklyn,East New York,5,70,25.57,13.48,7.994
Brooklyn,East New York,6,179,29.27,11.78,7.331
Brooklyn,East New York,7,241,31.72,9.64,6.571
Brooklyn,East New York,8,245,31.78,10.36,6.596
Brooklyn,East New York,9,176,32.12,8.88,5.975
Brooklyn,East New York,10,160,33.0,10.23,7.6
Brooklyn,East New York,11,154,31.5,8.14,5.938
Brooklyn,East New York,12,128,31.58,8.21,6.343
Brooklyn,East New York,13,117,31.78,9.13,6.411
Brooklyn,East New York,14,112,31.27,9.27,6.339
Brooklyn,East New York,15,88,30.9,8.98,6.663
Brooklyn,East New York,16,76,27.2,9.0,5.631
Brooklyn,East New York,17,63,25.42,9.56,4.574
Brooklyn,East New York,18,55,24.32,10.03,4.953
Brooklyn,East New York,19,63,25.23,10.55,5.952
Brooklyn,East New York,20,54,19.16,12.38,5.628
Brooklyn,East New York,21,58,17.17,12.51,5.749
Brooklyn,East New York,22,78,19.22,13.3,5.348
Brooklyn,East New York,23,104,20.66,15.24,6.864
Brooklyn,East New York/Pennsylvania Avenue,0,9,23.0,13.98,6.203
Brooklyn,East New York/Pennsylvania Avenue,1,2,21.19,19.82,7.12
Brooklyn,East New York/Pennsylvania Avenue,2,4,19.29,11.89,5.308
Brooklyn,East New York/Pennsylvania Avenue,3,2,27.53,34.9,15.995
Brooklyn,East New York/Pennsylvania Avenue,4,14,15.82,13.51,5.771
Brooklyn,East New York/Pennsylvania Avenue,5,29,36.75,13.8,8.761
Brooklyn,East New York/Pennsylvania Avenue,6,52,22.97,12.14,6.215
Brooklyn,East New York/Pennsylvania Avenue,7,69,25.7,9.49,6.308
Brooklyn,East New York/Pennsylvania Avenue,8,73,30.38,8.95,6.296
Brooklyn,East New York/Pennsylvania Avenue,9,76,29.63,7.89,5.928
Brooklyn,East New York/Pennsylvania Avenue,10,34,30.39,8.7,6.381
Brooklyn,East New York/Pennsylvania Avenue,11,34,32.53,7.42,6.049
Brooklyn,East New York/Pennsylvania Avenue,12,33,29.57,8.64,5.991
Brooklyn,East New York/Pennsylvania Avenue,13,26,41.86,9.01,8.35
Brooklyn,East New York/Pennsylvania Avenue,14,34,27.49,9.09,5.511
Brooklyn,East New York/Pennsylvania Avenue,15,23,22.13,9.98,5.424
Brooklyn,East New York/Pennsylvania Avenue,16,12,17.59,8.12,4.05
Brooklyn,East New York/Pennsylvania Avenue,17,13,26.0,8.4,4.983
Brooklyn,East New York/Pennsylvania Avenue,18,12,39.88,9.51,5.85
Brooklyn,East New York/Pennsylvania Avenue,19,2,27.93,11.89,5.55
Brooklyn,East New York/Pennsylvania Avenue,20,10,21.52,9.35,5.976
Brooklyn,East New York/Pennsylvania Avenue,21,11,25.25,11.67,5.683
Brooklyn,East New York/Pennsylvania Avenue,22,12,15.63,11.59,5.736
Brooklyn,East New York/Pennsylvania Avenue,23,14,20.87,12.56,6.104
Brooklyn,East Williamsburg,0,117,16.43,13.54,4.845
Brooklyn,East Williamsburg,1,114,16.51,14.42,4.837
Brooklyn,East Williamsburg,2,144,19.14,15.47,5.36
Brooklyn,East Williamsburg,3,151,20.5,17.3,6.433
Brooklyn,East Williamsburg,4,108,18.78,16.43,6.313
Brooklyn,East Williamsburg,5,38,20.03,15.66,5.943
Brooklyn,East Williamsburg,6,40,19.88,15.32,6.075
Brooklyn,East Williamsburg,7,57,22.47,12.45,5.131
Brooklyn,East Williamsburg,8,80,27.84,10.99,5.894
Brooklyn,East Williamsburg,9,60,24.44,10.07,5.791
Brooklyn,East Williamsburg,10,28,29.26,10.08,5.782
Brooklyn,East Williamsburg,11,26,24.88,10.08,4.668
Brooklyn,East Williamsburg,12,28,21.97,13.06,6.351
Brooklyn,East Williamsburg,13,22,22.5,10.32,4.615
Brooklyn,East Williamsburg,14,45,24.13,9.12,5.125
Brooklyn,East Williamsburg,15,46,24.83,8.32,4.52
Brooklyn,East Williamsburg,16,23,19.42,10.42,4.584
Brooklyn,East Williamsburg,17,39,17.07,10.07,3.756
Brooklyn,East Williamsburg,18,45,22.17,11.37,5.264
Brooklyn,East Williamsburg,19,33,21.25,11.0,4.605
Brooklyn,East Williamsburg,20,32,18.59,12.14,5.018
Brooklyn,East Williamsburg,21,30,16.68,13.56,4.894
Brooklyn,East Williamsburg,22,60,15.89,14.76,5.031
Brooklyn,East Williamsburg,23,96,18.28,14.44,5.194
Brooklyn,Erasmus,0,8,13.9,14.01,4.971
Brooklyn,Erasmus,1,2,13.23,8.05,1.805
Brooklyn,Erasmus,2,2,19.12,17.01,6.285
Brooklyn,Erasmus,3,6,29.96,18.75,8.565
Brooklyn,Erasmus,4,19,23.5,13.92,6.468
Brooklyn,Erasmus,5,24,28.88,13.39,6.499
Brooklyn,Erasmus,6,52,25.72,12.35,6.627
Brooklyn,Erasmus,7,69,29.8,9.66,6.002
Brooklyn,Erasmus,8,65,29.93,8.32,4.863
Brooklyn,Erasmus,9,44,32.06,8.07,4.541
Brooklyn,Erasmus,10,44,22.8,8.07,4.413
Brooklyn,Erasmus,11,19,16.25,8.4,3.196
Brooklyn,Erasmus,12,26,36.22,10.32,6.694
Brooklyn,Erasmus,13,28,30.28,8.0,4.361
Brooklyn,Erasmus,14,47,24.98,8.68,4.577
Brooklyn,Erasmus,15,30,24.35,8.6,4.94
Brooklyn,Erasmus,16,20,25.82,8.75,4.125
Brooklyn,Erasmus,17,22,24.37,8.84,4.965
Brooklyn,Erasmus,18,16,24.23,9.84,6.054
Brooklyn,Erasmus,19,20,23.13,9.68,3.815
Brooklyn,Erasmus,20,18,15.62,10.42,4.909
Brooklyn,Erasmus,21,9,27.08,12.59,7.072
Brooklyn,Erasmus,22,10,18.92,13.03,5.771
Brooklyn,Erasmus,23,16,20.87,11.54,4.87
Brooklyn,Flatbush/Ditmas Park,0,18,12.45,13.36,2.955
Brooklyn,Flatbush/Ditmas Park,1,8,16.42,12.75,5.9
Brooklyn,Flatbush/Ditmas Park,2,7,16.75,12.96,6.317
Brooklyn,Flatbush/Ditmas Park,3,10,17.23,13.1,4.08
Brooklyn,Flatbush/Ditmas Park,4,29,21.82,15.98,7.08
Brooklyn,Flatbush/Ditmas Park,5,43,38.13,12.29,7.96
Brooklyn,Flatbush/Ditmas Park,6,82,29.43,13.37,7.987
Brooklyn,Flatbush/Ditmas Park,7,213,28.12,10.2,5.908
Brooklyn,Flatbush/Ditmas Park,8,216,28.3,8.32,5.225
Brooklyn,Flatbush/Ditmas Park,9,123,31.18,8.02,5.17
Brooklyn,Flatbush/Ditmas Park,10,102,28.69,7.71,4.995
Brooklyn,Flatbush/Ditmas Park,11,97,30.65,9.04,6.622
Brooklyn,Flatbush/Ditmas Park,12,94,23.44,9.06,5.097
Brooklyn,Flatbush/Ditmas Park,13,103,29.53,8.5,5.355
Brooklyn,Flatbush/Ditmas Park,14,84,21.01,7.88,3.83
Brooklyn,Flatbush/Ditmas Park,15,72,26.16,7.56,4.713
Brooklyn,Flatbush/Ditmas Park,16,26,31.52,9.7,6.23
Brooklyn,Flatbush/Ditmas Park,17,48,29.25,8.91,5.27
Brooklyn,Flatbush/Ditmas Park,18,51,24.7,9.05,4.848
Brooklyn,Flatbush/Ditmas Park,19,37,22.0,9.9,4.958
Brooklyn,Flatbush/Ditmas Park,20,40,19.16,11.6,5.498
Brooklyn,Flatbush/Ditmas Park,21,34,18.29,11.82,4.467
Brooklyn,Flatbush/Ditmas Park,22,41,23.25,11.93,5.937
Brooklyn,Flatbush/Ditmas Park,23,33,14.43,12.7,5.056
Brooklyn,Flatlands,0,10,19.98,11.9,5.733
Brooklyn,Flatlands,1,5,23.33,16.41,6.834
Brooklyn,Flatlands,2,4,20.83,13.41,6.18
Brooklyn,Flatlands,3,17,23.53,15.04,5.511
Brooklyn,Flatlands,4,21,20.58,14.89,7.097
Brooklyn,Flatlands,5,38,22.25,13.0,6.022
Brooklyn,Flatlands,6,91,36.02,10.92,6.885
Brooklyn,Flatlands,7,145,31.9,8.86,6.025
Brooklyn,Flatlands,8,135,26.42,9.36,6.025
Brooklyn,Flatlands,9,93,29.85,8.37,5.336
Brooklyn,Flatlands,10,71,26.5,8.31,5.56
Brooklyn,Flatlands,11,58,31.22,8.32,4.998
Brooklyn,Flatlands,12,41,25.75,8.87,5.832
Brooklyn,Flatlands,13,60,31.2,6.97,4.767
Brooklyn,Flatlands,14,52,22.23,9.53,4.455
Brooklyn,Flatlands,15,51,26.17,8.53,4.981
Brooklyn,Flatlands,16,18,37.42,8.24,6.956
Brooklyn,Flatlands,17,25,40.17,9.95,6.54
Brooklyn,Flatlands,18,21,25.88,9.83,5.335
Brooklyn,Flatlands,19,22,14.35,11.78,6.05
Brooklyn,Flatlands,20,9,20.42,12.52,4.616
Brooklyn,Flatlands,21,19,18.68,11.15,4.098
Brooklyn,Flatlands,22,25,20.0,11.86,5.276
Brooklyn,Flatlands,23,25,18.0,12.16,4.305
Brooklyn,Fort Greene,0,98,16.92,14.84,5.364
Brooklyn,Fort Greene,1,61,17.53,12.9,4.918
Brooklyn,Fort Greene,2,33,16.18,12.37,3.904
Brooklyn,Fort Greene,3,8,12.08,14.02,3.841
Brooklyn,Fort Greene,4,7,19.93,13.19,5.754
Brooklyn,Fort Greene,5,17,19.53,14.96,7.071
Brooklyn,Fort Greene,6,39,21.8,13.97,6.794
Brooklyn,Fort Greene,7,77,24.1,11.18,5.249
Brooklyn,Fort Greene,8,118,21.34,10.94,4.589
Brooklyn,Fort Greene,9,86,24.33,8.42,5.005
Brooklyn,Fort Greene,10,81,17.23,8.58,3.409
Brooklyn,Fort Greene,11,77,24.33,9.22,5.155
Brooklyn,Fort Greene,12,103,22.22,8.33,4.18
Brooklyn,Fort Greene,13,87,24.83,8.86,5.15
Brooklyn,Fort Greene,14,100,21.28,11.18,5.17
Brooklyn,Fort Greene,15,114,22.6,8.72,4.24
Brooklyn,Fort Greene,16,81,22.17,8.29,4.091
Brooklyn,Fort Greene,17,124,19.46,9.1,3.958
Brooklyn,Fort Greene,18,163,18.88,9.98,3.751
Brooklyn,Fort Greene,19,108,17.46,10.5,4.056
Brooklyn,Fort Greene,20,96,17.38,10.65,3.882
Brooklyn,Fort Greene,21,99,18.97,11.25,4.921
Brooklyn,Fort Greene,22,171,17.45,12.61,4.82
Brooklyn,Fort Greene,23,150,17.91,12.81,4.57
Brooklyn,Gowanus,0,36,17.04,14.6,5.738
Brooklyn,Gowanus,1,11,19.3,15.95,5.495
Brooklyn,Gowanus,2,4,25.93,15.63,6.35
Brooklyn,Gowanus,3,3,25.58,21.97,10.3
Brooklyn,Gowanus,4,6,28.5,17.82,7.997
Brooklyn,Gowanus,5,3,18.1,14.24,4.553
Brooklyn,Gowanus,6,3,19.08,20.12,9.35
Brooklyn,Gowanus,7,10,16.44,10.4,3.882
Brooklyn,Gowanus,8,24,29.46,11.87,5.726
Brooklyn,Gowanus,9,30,33.46,11.57,6.353
Brooklyn,Gowanus,10,9,38.93,7.77,5.52
Brooklyn,Gowanus,11,20,25.23,9.43,4.399
Brooklyn,Gowanus,12,7,16.42,7.0,3.36
Brooklyn,Gowanus,13,15,27.53,8.76,5.235
Brooklyn,Gowanus,14,18,33.54,8.7,4.776
Brooklyn,Gowanus,15,14,23.22,11.29,4.923
Brooklyn,Gowanus,16,3,9.52,4.35,0.693
Brooklyn,Gowanus,17,21,25.15,8.42,3.95
Brooklyn,Gowanus,18,36,24.12,10.1,4.424
Brooklyn,Gowanus,19,14,18.48,10.34,4.851
Brooklyn,Gowanus,20,20,20.13,12.53,5.567
Brooklyn,Gowanus,21,22,19.36,13.13,5.342
Brooklyn,Gowanus,22,38,22.63,14.56,6.109
Brooklyn,Gowanus,23,31,18.95,15.28,6.381
Brooklyn,Gravesend,0,5,28.25,14.69,8.688
Brooklyn,Gravesend,1,6,6.37,17.01,6.785
Brooklyn,Gravesend,2,6,16.09,13.48,7.493
Brooklyn,Gravesend,3,1,15.55,16.09,4.17
Brooklyn,Gravesend,4,4,34.14,12.64,10.263
Brooklyn,Gravesend,5,4,42.48,13.64,10.625
Brooklyn,Gravesend,6,21,56.15,13.07,12.095
Brooklyn,Gravesend,7,26,49.78,13.05,9.447
Brooklyn,Gravesend,8,25,25.73,8.82,5.926
Brooklyn,Gravesend,9,7,28.33,13.88,11.059
Brooklyn,Gravesend,10,19,36.25,9.77,6.103
Brooklyn,Gravesend,11,9,24.22,10.04,7.822
Brooklyn,Gravesend,12,15,33.82,12.93,9.147
Brooklyn,Gravesend,13,12,37.76,10.93,9.175
Brooklyn,Gravesend,14,11,33.78,7.84,5.488
Brooklyn,Gravesend,15,6,58.18,10.12,9.525
Brooklyn,Gravesend,16,5,26.72,9.43,6.274
Brooklyn,Gravesend,17,5,22.47,13.08,7.2
Brooklyn,Gravesend,18,6,35.67,8.5,4.808
Brooklyn,Gravesend,19,6,13.58,12.33,4.208
Brooklyn,Gravesend,20,4,18.14,19.47,6.318
Brooklyn,Gravesend,21,5,23.12,14.57,7.298
Brooklyn,Gravesend,22,6,14.16,23.63,10.165
Brooklyn,Gravesend,23,6,29.88,15.02,7.87
Brooklyn,Green-Wood Cemetery,23,1,21.72,16.47,5.96
Brooklyn,Greenpoint,0,129,18.28,14.37,4.759
Brooklyn,Greenpoint,1,107,18.0,13.69,4.648
Brooklyn,Greenpoint,2,93,16.67,16.24,5.172
Brooklyn,Greenpoint,3,65,14.4,15.36,4.242
Brooklyn,Greenpoint,4,73,15.77,16.83,4.847
Brooklyn,Greenpoint,5,28,12.92,14.26,4.708
Brooklyn,Greenpoint,6,30,18.13,12.91,4.345
Brooklyn,Greenpoint,7,49,19.38,11.17,4.082
Brooklyn,Greenpoint,8,69,21.88,10.46,3.705
Brooklyn,Greenpoint,9,54,22.48,9.51,4.093
Brooklyn,Greenpoint,10,21,19.22,10.0,3.942
Brooklyn,Greenpoint,11,23,21.38,12.65,5.426
Brooklyn,Greenpoint,12,20,20.66,11.69,4.464
Brooklyn,Greenpoint,13,26,16.8,11.97,3.982
Brooklyn,Greenpoint,14,20,21.77,10.63,4.949
Brooklyn,Greenpoint,15,27,22.52,10.79,4.404
Brooklyn,Greenpoint,16,26,17.91,8.92,3.716
Brooklyn,Greenpoint,17,43,16.78,10.87,3.813
Brooklyn,Greenpoint,18,59,19.53,10.21,3.682
Brooklyn,Greenpoint,19,47,18.0,11.04,3.581
Brooklyn,Greenpoint,20,69,17.0,10.97,3.951
Brooklyn,Greenpoint,21,62,18.2,12.62,4.029
Brooklyn,Greenpoint,22,107,17.65,13.53,4.456
Brooklyn,Greenpoint,23,147,19.15,15.04,5.051
Brooklyn,Homecrest,0,8,8.68,10.44,1.453
Brooklyn,Homecrest,1,5,17.25,15.7,5.92
Brooklyn,Homecrest,2,5,11.27,14.27,2.824
Brooklyn,Homecrest,3,2,33.03,22.31,12.265
Brooklyn,Homecrest,4,3,15.67,15.28,4.54
Brooklyn,Homecrest,5,12,45.25,12.47,9.805
Brooklyn,Homecrest,6,9,33.88,12.06,9.538
Brooklyn,Homecrest,7,23,40.75,10.33,7.063
Brooklyn,Homecrest,8,32,31.23,10.0,6.678
Brooklyn,Homecrest,9,17,25.65,7.44,5.062
Brooklyn,Homecrest,10,22,40.36,12.02,8.675
Brooklyn,Homecrest,11,26,33.68,7.03,5.469
Brooklyn,Homecrest,12,30,37.08,7.87,6.866
Brooklyn,Homecrest,13,29,33.73,7.69,7.02
Brooklyn,Homecrest,14,22,23.89,8.1,5.555
Brooklyn,Homecrest,15,16,27.01,8.96,5.563
Brooklyn,Homecrest,16,13,33.8,8.67,5.992
Brooklyn,Homecrest,17,17,19.3,7.51,3.707
Brooklyn,Homecrest,18,12,31.03,9.98,6.771
Brooklyn,Homecrest,19,6,23.1,8.59,4.718
Brooklyn,Homecrest,20,5,26.88,11.52,6.858
Brooklyn,Homecrest,21,6,14.82,11.98,3.11
Brooklyn,Homecrest,22,4,18.27,13.06,5.198
Brooklyn,Homecrest,23,11,12.73,15.33,4.061
Brooklyn,Kensington,0,1,7.25,8.44,1.02
Brooklyn,Kensington,1,5,12.83,9.8,2.336
Brooklyn,Kensington,2,4,14.82,14.21,5.467
Brooklyn,Kensington,3,3,17.15,27.5,11.397
Brooklyn,Kensington,4,5,13.42,16.94,5.036
Brooklyn,Kensington,5,9,55.37,10.29,9.647
Brooklyn,Kensington,6,17,28.02,11.59,6.705
Brooklyn,Kensington,7,59,25.6,11.8,6.152
Brooklyn,Kensington,8,73,23.57,9.47,5.053
Brooklyn,Kensington,9,37,21.15,9.06,4.071
Brooklyn,Kensington,10,18,32.79,8.32,5.616
Brooklyn,Kensington,11,15,39.57,8.06,6.124
Brooklyn,Kensington,12,23,33.55,10.12,6.251
Brooklyn,Kensington,13,27,29.45,9.81,7.009
Brooklyn,Kensington,14,19,20.1,9.0,3.707
Brooklyn,Kensington,15,14,17.69,7.87,3.516
Brooklyn,Kensington,16,6,27.25,11.46,5.783
Brooklyn,Kensington,17,15,23.7,9.23,4.663
Brooklyn,Kensington,18,11,10.22,7.54,1.604
Brooklyn,Kensington,19,15,14.28,10.2,5.293
Brooklyn,Kensington,20,4,27.7,12.16,8.475
Brooklyn,Kensington,21,5,22.1,12.89,5.632
Brooklyn,Kensington,22,4,11.44,13.65,5.89
Brooklyn,Kensington,23,10,10.92,13.21,4.164
Brooklyn,Madison,0,2,16.93,17.11,5.82
Brooklyn,Madison,1,4,9.23,12.79,2.55
Brooklyn,Madison,2,3,13.63,14.25,3.453
Brooklyn,Madison,3,2,18.63,41.55,12.2
Brooklyn,Madison,4,2,8.33,9.89,1.325
Brooklyn,Madison,5,8,51.21,16.38,13.461
Brooklyn,Madison,6,24,54.0,12.57,10.725
Brooklyn,Madison,7,23,25.25,9.21,4.803
Brooklyn,Madison,8,31,36.72,7.54,5.746
Brooklyn,Madison,9,11,38.17,8.55,6.427
Brooklyn,Madison,10,16,17.88,6.92,3.681
Brooklyn,Madison,11,20,28.48,8.72,6.338
Brooklyn,Madison,12,15,35.07,8.49,6.302
Brooklyn,Madison,13,14,19.23,8.08,4.278
Brooklyn,Madison,14,12,25.36,9.39,5.033
Brooklyn,Madison,15,14,30.26,9.36,6.414
Brooklyn,Madison,16,8,21.66,9.91,6.121
Brooklyn,Madison,17,9,37.37,13.11,7.731
Brooklyn,Madison,18,6,33.08,7.2,5.047
Brooklyn,Madison,19,3,18.4,8.66,2.93
Brooklyn,Madison,20,6,10.53,9.76,1.875
Brooklyn,Madison,21,5,17.97,11.44,7.452
Brooklyn,Madison,22,6,13.48,12.52,3.005
Brooklyn,Madison,23,6,5.69,13.53,7.195
Brooklyn,Manhattan Beach,0,7,18.75,21.6,7.387
Brooklyn,Manhattan Beach,1,6,10.05,18.04,6.64
Brooklyn,Manhattan Beach,2,1,12.52,26.84,5.6
Brooklyn,Manhattan Beach,4,1,17.38,22.88,6.63
Brooklyn,Manhattan Beach,5,2,27.53,15.2,7.825
Brooklyn,Manhattan Beach,6,2,21.78,21.2,7.64
Brooklyn,Manhattan Beach,7,8,37.02,11.85,9.254
Brooklyn,Manhattan Beach,8,9,41.58,7.33,5.336
Brooklyn,Manhattan Beach,9,5,49.78,16.27,10.72
Brooklyn,Manhattan Beach,10,5,31.88,12.19,12.42
Brooklyn,Manhattan Beach,11,5,15.75,11.55,3.48
Brooklyn,Manhattan Beach,12,6,19.07,8.92,7.767
Brooklyn,Manhattan Beach,13,5,32.97,12.12,11.378
Brooklyn,Manhattan Beach,14,7,33.03,8.48,6.029
Brooklyn,Manhattan Beach,15,6,43.9,8.39,8.158
Brooklyn,Manhattan Beach,16,4,19.93,13.13,8.243
Brooklyn,Manhattan Beach,17,3,6.93,8.27,2.93
Brooklyn,Manhattan Beach,18,6,16.39,10.91,4.193
Brooklyn,Manhattan Beach,19,2,10.29,13.69,2.475
Brooklyn,Manhattan Beach,20,5,13.15,10.49,4.008
Brooklyn,Manhattan Beach,21,3,14.72,12.68,7.92
Brooklyn,Manhattan Beach,22,5,18.93,43.38,10.81
Brooklyn,Manhattan Beach,23,16,14.29,14.57,6.869
Brooklyn,Marine Park/Floyd Bennett Field,0,2,16.58,33.85,10.405
Brooklyn,Marine Park/Floyd Bennett Field,1,2,10.36,30.07,7.155
Brooklyn,Marine Park/Floyd Bennett Field,5,2,13.11,22.19,4.735
Brooklyn,Marine Park/Floyd Bennett Field,6,1,8.55,37.4,5.33
Brooklyn,Marine Park/Floyd Bennett Field,9,1,9.65,50.86,8.18
Brooklyn,Marine Park/Floyd Bennett Field,10,1,11.5,8.56,1.64
Brooklyn,Marine Park/Floyd Bennett Field,11,2,15.82,24.26,6.2
Brooklyn,Marine Park/Floyd Bennett Field,12,3,10.33,14.13,3.53
Brooklyn,Marine Park/Floyd Bennett Field,13,1,17.07,4.22,1.2
Brooklyn,Marine Park/Floyd Bennett Field,14,1,10.6,33.85,5.98
Brooklyn,Marine Park/Floyd Bennett Field,15,4,30.73,13.2,6.863
Brooklyn,Marine Park/Floyd Bennett Field,16,1,17.37,9.33,2.7
Brooklyn,Marine Park/Floyd Bennett Field,17,2,20.71,13.89,4.35
Brooklyn,Marine Park/Floyd Bennett Field,18,3,6.12,31.57,3.203
Brooklyn,Marine Park/Floyd Bennett Field,19,5,19.05,32.78,11.168
Brooklyn,Marine Park/Floyd Bennett Field,20,4,8.9,37.4,6.253
Brooklyn,Marine Park/Floyd Bennett Field,21,3,20.25,23.32,8.51
Brooklyn,Marine Park/Floyd Bennett Field,22,2,8.08,23.13,3.21
Brooklyn,Marine Park/Floyd Bennett Field,23,4,16.02,15.58,4.175
Brooklyn,Marine Park/Mill Basin,0,15,18.25,15.45,6.137
Brooklyn,Marine Park/Mill Basin,1,3,14.78,23.4,5.123
Brooklyn,Marine Park/Mill Basin,2,6,20.39,19.67,7.587
Brooklyn,Marine Park/Mill Basin,3,1,15.23,12.6,3.2
Brooklyn,Marine Park/Mill Basin,4,5,8.28,8.31,1.54
Brooklyn,Marine Park/Mill Basin,5,16,17.61,15.77,10.228
Brooklyn,Marine Park/Mill Basin,6,43,43.27,11.18,8.094
Brooklyn,Marine Park/Mill Basin,7,35,21.65,10.59,4.718
Brooklyn,Marine Park/Mill Basin,8,27,27.78,9.02,7.547
Brooklyn,Marine Park/Mill Basin,9,27,23.52,10.45,7.044
Brooklyn,Marine Park/Mill Basin,10,28,24.94,7.98,4.969
Brooklyn,Marine Park/Mill Basin,11,39,26.32,9.56,7.985
Brooklyn,Marine Park/Mill Basin,12,41,27.92,9.43,6.267
Brooklyn,Marine Park/Mill Basin,13,47,20.82,9.09,5.013
Brooklyn,Marine Park/Mill Basin,14,37,30.7,8.99,5.711
Brooklyn,Marine Park/Mill Basin,15,16,21.04,9.06,4.851
Brooklyn,Marine Park/Mill Basin,16,18,21.02,8.81,5.102
Brooklyn,Marine Park/Mill Basin,17,14,23.01,9.37,4.846
Brooklyn,Marine Park/Mill Basin,18,26,22.7,11.02,6.152
Brooklyn,Marine Park/Mill Basin,19,16,27.23,13.82,7.736
Brooklyn,Marine Park/Mill Basin,20,13,19.77,20.4,7.548
Brooklyn,Marine Park/Mill Basin,21,12,17.02,12.62,4.943
Brooklyn,Marine Park/Mill Basin,22,15,21.93,13.32,7.425
Brooklyn,Marine Park/Mill Basin,23,14,15.6,12.47,5.915
Brooklyn,Midwood,0,7,32.4,13.76,8.796
Brooklyn,Midwood,1,3,9.83,13.02,2.87
Brooklyn,Midwood,2,4,18.29,11.75,4.2
Brooklyn,Midwood,3,1,16.57,13.29,3.67
Brooklyn,Midwood,4,5,20.67,17.25,6.708
Brooklyn,Midwood,5,6,18.93,13.02,6.748
Brooklyn,Midwood,6,30,42.27,12.74,9.238
Brooklyn,Midwood,7,46,24.98,9.29,5.281
Brooklyn,Midwood,8,56,26.03,7.76,4.599
