pu_borough,pu_zone,pickup_hour,trip_count,median_duration_min,median_speed_mph,avg_trip_distance_miles
Bronx,Allerton/Pelham Gardens,0,3,21.37,24.01,9.433
Bronx,Allerton/Pelham Gardens,1,2,15.64,15.97,5.145
Bronx,Allerton/Pelham Gardens,2,1,11.98,14.67,2.93
Bronx,Allerton/Pelham Gardens,3,2,10.52,17.91,3.78
Bronx,Allerton/Pelham Gardens,4,7,25.2,32.92,11.177
Bronx,Allerton/Pelham Gardens,5,18,42.76,17.39,10.949
Bronx,Allerton/Pelham Gardens,6,21,32.25,15.45,9.89
Bronx,Allerton/Pelham Gardens,7,12,17.98,11.93,7.274
Bronx,Allerton/Pelham Gardens,8,21,25.97,11.71,6.759
Bronx,Allerton/Pelham Gardens,9,12,41.62,14.6,8.986
Bronx,Allerton/Pelham Gardens,10,6,62.28,8.2,10.083
Bronx,Allerton/Pelham Gardens,11,4,54.52,8.24,9.725
Bronx,Allerton/Pelham Gardens,12,4,31.43,8.41,6.775
Bronx,Allerton/Pelham Gardens,13,4,54.85,13.05,12.375
Bronx,Allerton/Pelham Gardens,14,9,34.22,13.4,7.592
Bronx,Allerton/Pelham Gardens,15,5,15.05,12.18,7.804
Bronx,Allerton/Pelham Gardens,16,6,48.62,12.38,11.07
Bronx,Allerton/Pelham Gardens,17,1,79.88,4.88,6.5
Bronx,Allerton/Pelham Gardens,18,2,36.03,20.57,12.45
Bronx,Allerton/Pelham Gardens,19,3,4.85,14.26,1.863
Bronx,Allerton/Pelham Gardens,21,4,40.01,12.91,8.158
Bronx,Allerton/Pelham Gardens,22,3,16.0,24.48,7.717
Bronx,Allerton/Pelham Gardens,23,3,23.67,12.45,7.573
Bronx,Bedford Park,0,6,16.76,15.17,4.163
Bronx,Bedford Park,3,4,16.43,18.11,5.993
Bronx,Bedford Park,4,20,33.88,17.44,10.675
Bronx,Bedford Park,5,7,18.73,19.95,7.116
Bronx,Bedford Park,6,30,32.54,17.96,10.592
Bronx,Bedford Park,7,34,23.78,13.02,7.149
Bronx,Bedford Park,8,39,21.35,11.18,5.888
Bronx,Bedford Park,9,17,39.42,13.96,10.127
Bronx,Bedford Park,10,15,32.4,13.38,10.0
Bronx,Bedford Park,11,12,32.18,10.14,7.346
Bronx,Bedford Park,12,11,35.48,11.08,9.177
Bronx,Bedford Park,13,13,45.33,16.01,12.306
Bronx,Bedford Park,14,19,48.55,14.09,12.724
Bronx,Bedford Park,15,16,34.2,10.98,7.954
Bronx,Bedford Park,16,7,34.93,10.23,7.716
Bronx,Bedford Park,17,8,23.07,11.96,10.023
Bronx,Bedford Park,18,4,12.64,8.75,5.04
Bronx,Bedford Park,19,6,16.15,9.07,3.677
Bronx,Bedford Park,20,9,18.63,12.11,7.256
Bronx,Bedford Park,21,6,17.16,19.29,6.158
Bronx,Bedford Park,22,6,15.29,12.06,3.263
Bronx,Bedford Park,23,6,17.56,19.08,4.39
Bronx,Belmont,0,2,13.03,18.65,3.86
Bronx,Belmont,1,3,13.35,14.38,5.697
Bronx,Belmont,2,2,9.75,15.96,2.63
Bronx,Belmont,4,7,19.57,26.53,10.08
Bronx,Belmont,5,12,24.08,21.19,9.373
Bronx,Belmont,6,10,31.95,14.29,9.541
Bronx,Belmont,7,15,33.83,10.37,8.932
Bronx,Belmont,8,15,22.73,9.67,5.677
Bronx,Belmont,9,11,34.9,10.47,8.311
Bronx,Belmont,10,10,47.86,7.7,6.354
Bronx,Belmont,11,8,54.33,10.41,8.215
Bronx,Belmont,12,4,49.35,16.56,12.763
Bronx,Belmont,13,8,38.1,12.62,11.7
Bronx,Belmont,14,6,43.92,13.55,11.757
Bronx,Belmont,15,8,67.33,11.06,10.711
Bronx,Belmont,16,18,24.62,11.38,8.099
Bronx,Belmont,17,8,31.03,9.42,7.458
Bronx,Belmont,18,5,16.2,9.63,4.432
Bronx,Belmont,19,6,21.43,13.41,7.233
Bronx,Belmont,20,4,17.95,19.25,8.77
Bronx,Belmont,21,7,14.6,17.88,6.764
Bronx,Belmont,22,3,12.73,18.75,6.29
Bronx,Belmont,23,5,22.0,17.43,6.232
Bronx,Bronx Park,0,1,15.85,18.78,4.96
Bronx,Bronx Park,3,1,15.17,23.82,6.02
Bronx,Bronx Park,4,1,10.07,13.71,2.3
Bronx,Bronx Park,6,6,14.22,27.12,7.042
Bronx,Bronx Park,8,5,17.12,9.77,5.65
Bronx,Bronx Park,10,1,27.8,5.61,2.6
Bronx,Bronx Park,13,1,47.95,21.52,17.2
Bronx,Bronx Park,14,1,98.85,7.59,12.5
Bronx,Bronx Park,15,1,30.15,24.04,12.08
Bronx,Bronx Park,16,1,34.0,29.84,16.91
Bronx,Bronx Park,20,1,30.3,30.18,15.24
Bronx,Bronx Park,22,3,7.0,11.85,1.517
Bronx,Bronx Park,23,2,10.96,31.01,5.72
Bronx,Bronxdale,0,4,10.02,14.35,2.458
Bronx,Bronxdale,1,1,3.05,11.8,0.6
Bronx,Bronxdale,2,1,24.93,31.52,13.1
Bronx,Bronxdale,4,3,32.72,25.31,10.54
Bronx,Bronxdale,5,11,24.95,21.14,9.655
Bronx,Bronxdale,6,23,25.35,15.6,8.306
Bronx,Bronxdale,7,17,43.88,12.99,10.115
Bronx,Bronxdale,8,25,27.48,12.44,7.813
Bronx,Bronxdale,9,16,34.09,14.28,8.127
Bronx,Bronxdale,10,6,27.09,9.4,4.917
Bronx,Bronxdale,11,14,40.01,11.61,8.566
Bronx,Bronxdale,12,8,46.58,11.5,7.634
Bronx,Bronxdale,13,14,43.79,10.64,9.399
Bronx,Bronxdale,14,9,29.95,15.41,8.871
Bronx,Bronxdale,15,9,24.68,9.24,5.62
Bronx,Bronxdale,16,6,40.19,10.0,7.247
Bronx,Bronxdale,17,10,53.52,14.91,12.777
Bronx,Bronxdale,18,5,46.3,10.62,9.55
Bronx,Bronxdale,19,1,12.85,17.23,3.69
Bronx,Bronxdale,20,3,40.68,19.02,11.397
Bronx,Bronxdale,21,8,48.48,17.85,12.763
Bronx,Bronxdale,22,2,20.05,25.03,10.375
Bronx,Bronxdale,23,8,12.47,25.66,8.718
Bronx,City Island,3,1,22.37,28.7,10.7
Bronx,City Island,7,1,56.7,19.12,18.07
Bronx,City Island,9,3,43.17,15.1,9.367
Bronx,City Island,11,1,48.47,16.34,13.2
Bronx,City Island,13,1,69.07,9.9,11.4
Bronx,City Island,15,1,73.23,13.68,16.7
Bronx,City Island,16,1,38.6,27.58,17.74
Bronx,City Island,17,2,52.72,17.21,13.85
Bronx,City Island,18,1,32.08,25.49,13.63
Bronx,City Island,20,3,20.3,20.27,9.87
Bronx,City Island,21,2,31.86,26.91,14.935
Bronx,City Island,22,1,12.07,31.13,6.26
Bronx,City Island,23,2,19.57,28.54,9.1
Bronx,Claremont/Bathgate,0,5,16.0,19.84,5.308
Bronx,Claremont/Bathgate,1,3,11.57,11.25,3.453
Bronx,Claremont/Bathgate,2,2,6.18,4.43,0.465
Bronx,Claremont/Bathgate,3,2,15.1,28.71,7.86
Bronx,Claremont/Bathgate,4,7,17.72,20.25,7.366
Bronx,Claremont/Bathgate,5,28,44.36,15.83,10.806
Bronx,Claremont/Bathgate,6,36,32.42,18.84,10.584
Bronx,Claremont/Bathgate,7,46,30.3,10.44,6.068
Bronx,Claremont/Bathgate,8,26,26.13,9.72,7.024
Bronx,Claremont/Bathgate,9,20,27.88,11.51,6.859
Bronx,Claremont/Bathgate,10,11,30.85,8.96,7.092
Bronx,Claremont/Bathgate,11,21,35.52,11.26,8.261
Bronx,Claremont/Bathgate,12,13,54.28,11.43,10.446
Bronx,Claremont/Bathgate,13,14,23.53,11.04,6.677
Bronx,Claremont/Bathgate,14,24,31.28,9.56,6.525
Bronx,Claremont/Bathgate,15,8,32.4,8.58,7.651
Bronx,Claremont/Bathgate,16,12,29.37,9.95,5.783
Bronx,Claremont/Bathgate,17,5,35.15,8.02,5.034
Bronx,Claremont/Bathgate,18,2,65.41,11.26,11.45
Bronx,Claremont/Bathgate,19,4,20.66,11.75,7.833
Bronx,Claremont/Bathgate,20,2,36.85,24.99,14.395
Bronx,Claremont/Bathgate,21,3,43.03,23.89,12.327
Bronx,Claremont/Bathgate,22,7,13.55,15.1,6.067
Bronx,Claremont/Bathgate,23,3,16.77,11.58,4.59
Bronx,Co-Op City,0,10,16.47,27.37,9.11
Bronx,Co-Op City,1,2,19.04,22.46,7.265
Bronx,Co-Op City,2,1,17.95,25.74,7.7
Bronx,Co-Op City,3,1,45.5,21.36,16.2
Bronx,Co-Op City,4,15,21.18,28.19,12.013
Bronx,Co-Op City,5,38,41.96,20.38,14.435
Bronx,Co-Op City,6,71,48.1,15.45,11.851
Bronx,Co-Op City,7,39,42.55,14.44,10.344
Bronx,Co-Op City,8,51,34.17,14.38,10.358
Bronx,Co-Op City,9,44,46.72,14.14,11.644
Bronx,Co-Op City,10,36,53.93,12.0,10.19
Bronx,Co-Op City,11,35,55.83,12.16,11.539
Bronx,Co-Op City,12,26,50.29,14.36,13.255
Bronx,Co-Op City,13,19,40.17,13.39,11.231
Bronx,Co-Op City,14,15,45.53,12.48,10.485
Bronx,Co-Op City,15,14,35.42,14.11,10.716
Bronx,Co-Op City,16,17,39.32,10.21,9.941
Bronx,Co-Op City,17,6,19.15,11.07,5.37
Bronx,Co-Op City,18,20,27.78,14.26,8.921
Bronx,Co-Op City,19,13,19.63,20.22,8.951
Bronx,Co-Op City,20,18,16.8,24.38,6.437
Bronx,Co-Op City,21,12,17.25,23.63,6.993
Bronx,Co-Op City,22,18,15.46,20.59,6.784
Bronx,Co-Op City,23,11,18.25,20.68,6.53
Bronx,Country Club,1,1,11.25,22.67,4.25
Bronx,Country Club,2,2,21.21,22.88,8.02
Bronx,Country Club,3,1,23.0,29.71,11.39
Bronx,Country Club,4,1,20.83,28.71,9.97
Bronx,Country Club,5,2,36.41,27.52,16.7
Bronx,Country Club,6,1,20.37,28.28,9.6
Bronx,Country Club,7,3,45.55,16.53,12.563
Bronx,Country Club,8,2,18.19,19.3,8.305
Bronx,Country Club,9,1,7.27,14.78,1.79
Bronx,Country Club,10,1,7.32,25.75,3.14
Bronx,Country Club,14,1,20.87,17.14,5.96
Bronx,Country Club,16,1,71.0,21.65,25.62
Bronx,Country Club,18,2,22.18,27.7,10.115
Bronx,Country Club,19,1,25.8,37.37,16.07
Bronx,Country Club,21,1,22.37,22.53,8.4
Bronx,Crotona Park,6,2,10.78,19.31,3.66
Bronx,Crotona Park,9,2,64.72,11.35,12.25
Bronx,Crotona Park,13,1,49.1,19.8,16.2
Bronx,Crotona Park,14,1,20.45,10.09,3.44
Bronx,Crotona Park,23,1,16.03,9.36,2.5
Bronx,Crotona Park East,0,7,13.73,15.6,3.136
Bronx,Crotona Park East,1,3,14.27,31.7,8.59
Bronx,Crotona Park East,2,4,12.58,10.2,2.677
Bronx,Crotona Park East,3,4,12.13,15.8,3.183
Bronx,Crotona Park East,4,3,9.72,10.44,1.687
Bronx,Crotona Park East,5,9,35.32,16.97,10.483
Bronx,Crotona Park East,6,24,29.73,14.86,9.763
Bronx,Crotona Park East,7,37,30.13,13.07,6.848
Bronx,Crotona Park East,8,33,24.0,12.14,6.783
Bronx,Crotona Park East,9,12,24.32,11.17,6.536
Bronx,Crotona Park East,10,7,29.45,15.12,8.124
Bronx,Crotona Park East,11,8,24.65,14.46,7.449
Bronx,Crotona Park East,12,14,43.18,14.16,10.914
Bronx,Crotona Park East,13,7,22.13,9.46,4.456
Bronx,Crotona Park East,14,12,40.26,10.93,8.036
Bronx,Crotona Park East,15,10,33.99,10.16,6.565
Bronx,Crotona Park East,16,6,27.66,12.15,6.765
Bronx,Crotona Park East,17,3,42.73,12.36,10.097
Bronx,Crotona Park East,18,5,15.93,10.77,7.568
Bronx,Crotona Park East,19,4,26.65,19.49,10.425
Bronx,Crotona Park East,20,5,14.92,14.81,7.206
Bronx,Crotona Park East,21,6,18.3,18.11,8.46
Bronx,Crotona Park East,22,9,12.37,21.53,5.67
Bronx,Crotona Park East,23,2,23.0,30.35,12.83
Bronx,East Concourse/Concourse Village,0,8,11.35,12.78,2.828
Bronx,East Concourse/Concourse Village,1,11,17.78,14.41,5.713
Bronx,East Concourse/Concourse Village,2,5,13.1,14.91,4.128
Bronx,East Concourse/Concourse Village,3,8,15.57,15.61,4.778
Bronx,East Concourse/Concourse Village,4,17,24.15,15.4,6.441
Bronx,East Concourse/Concourse Village,5,16,18.55,13.23,7.243
Bronx,East Concourse/Concourse Village,6,65,31.1,12.54,7.712
Bronx,East Concourse/Concourse Village,7,83,26.0,12.6,7.231
Bronx,East Concourse/Concourse Village,8,68,37.64,8.01,5.81
Bronx,East Concourse/Concourse Village,9,38,46.81,9.63,8.781
Bronx,East Concourse/Concourse Village,10,34,29.08,9.63,6.11
Bronx,East Concourse/Concourse Village,11,40,32.33,9.08,6.173
Bronx,East Concourse/Concourse Village,12,33,28.55,8.48,5.676
Bronx,East Concourse/Concourse Village,13,34,34.83,12.18,7.418
Bronx,East Concourse/Concourse Village,14,32,28.03,10.78,6.448
Bronx,East Concourse/Concourse Village,15,31,31.35,10.2,7.006
Bronx,East Concourse/Concourse Village,16,31,34.08,8.28,7.057
Bronx,East Concourse/Concourse Village,17,43,26.93,10.21,8.719
Bronx,East Concourse/Concourse Village,18,20,16.8,8.81,6.032
Bronx,East Concourse/Concourse Village,19,14,20.51,13.37,6.709
Bronx,East Concourse/Concourse Village,20,15,16.38,14.67,5.604
Bronx,East Concourse/Concourse Village,21,5,22.0,15.06,7.056
Bronx,East Concourse/Concourse Village,22,27,16.12,16.89,5.178
Bronx,East Concourse/Concourse Village,23,15,13.28,12.58,4.223
Bronx,East Tremont,0,5,15.0,28.68,10.702
Bronx,East Tremont,2,2,8.36,21.7,2.54
Bronx,East Tremont,3,3,14.53,13.05,2.707
Bronx,East Tremont,4,5,12.13,15.12,3.52
Bronx,East Tremont,5,17,28.0,17.19,8.836
Bronx,East Tremont,6,31,23.88,19.02,7.762
Bronx,East Tremont,7,40,31.73,12.69,7.207
Bronx,East Tremont,8,38,25.4,12.74,7.197
Bronx,East Tremont,9,23,38.15,12.3,7.305
Bronx,East Tremont,10,18,38.17,12.62,9.111
Bronx,East Tremont,11,18,45.67,11.16,9.102
Bronx,East Tremont,12,16,43.98,13.64,10.841
Bronx,East Tremont,13,12,29.08,12.85,8.379
Bronx,East Tremont,14,17,42.52,12.55,9.869
Bronx,East Tremont,15,16,44.0,13.22,8.817
Bronx,East Tremont,16,14,42.83,9.6,7.256
Bronx,East Tremont,17,9,24.25,8.22,5.544
Bronx,East Tremont,18,8,27.37,8.59,4.915
Bronx,East Tremont,19,6,22.03,11.8,4.798
Bronx,East Tremont,20,5,27.0,11.47,7.326
Bronx,East Tremont,21,6,10.05,12.43,3.042
Bronx,East Tremont,22,6,17.04,19.39,5.547
Bronx,East Tremont,23,8,14.78,13.51,3.305
Bronx,Eastchester,0,4,14.08,13.0,5.363
Bronx,Eastchester,3,2,10.78,19.26,4.805
Bronx,Eastchester,4,6,7.03,17.55,5.29
Bronx,Eastchester,5,11,33.05,16.54,8.422
Bronx,Eastchester,6,27,36.0,19.15,11.648
Bronx,Eastchester,7,21,38.28,13.7,9.276
Bronx,Eastchester,8,31,30.5,13.77,8.201
Bronx,Eastchester,9,21,34.37,11.7,7.533
Bronx,Eastchester,10,9,29.12,11.33,9.657
Bronx,Eastchester,11,8,28.98,11.71,8.45
Bronx,Eastchester,12,10,51.29,13.25,12.132
Bronx,Eastchester,13,10,25.26,14.61,7.898
Bronx,Eastchester,14,9,48.23,14.68,10.719
Bronx,Eastchester,15,10,30.49,12.44,8.132
Bronx,Eastchester,16,6,35.53,13.7,11.962
Bronx,Eastchester,17,6,63.43,17.07,15.762
Bronx,Eastchester,18,3,14.33,13.81,3.647
Bronx,Eastchester,19,4,16.61,22.77,8.455
Bronx,Eastchester,20,6,26.05,26.06,12.108
Bronx,Eastchester,21,2,29.51,26.38,12.55
Bronx,Eastchester,22,9,17.2,25.13,7.359
Bronx,Eastchester,23,4,23.07,19.66,6.96
Bronx,Fordham South,1,1,1.08,5.54,0.1
Bronx,Fordham South,2,2,13.74,14.99,3.525
Bronx,Fordham South,4,8,23.78,26.86,9.0
Bronx,Fordham South,5,9,26.9,13.06,5.767
Bronx,Fordham South,6,19,39.02,11.11,9.235
Bronx,Fordham South,7,23,32.48,10.66,5.962
Bronx,Fordham South,8,13,51.75,12.33,8.645
Bronx,Fordham South,9,11,26.43,13.28,9.371
Bronx,Fordham South,10,4,42.29,6.05,4.575
Bronx,Fordham South,11,3,47.2,10.93,9.8
Bronx,Fordham South,12,1,17.23,11.07,3.18
Bronx,Fordham South,13,7,36.32,16.05,8.194
Bronx,Fordham South,14,8,28.88,10.71,6.861
Bronx,Fordham South,15,7,48.28,15.28,11.419
Bronx,Fordham South,16,8,44.51,12.74,11.159
Bronx,Fordham South,17,5,19.65,10.47,4.796
Bronx,Fordham South,18,1,24.55,4.64,1.9
Bronx,Fordham South,20,1,27.38,12.05,5.5
Bronx,Fordham South,21,2,47.86,10.53,9.85
Bronx,Fordham South,22,5,13.23,18.32,4.738
Bronx,Fordham South,23,1,16.4,12.8,3.5
Bronx,Highbridge,0,4,16.93,17.57,5.395
Bronx,Highbridge,1,7,14.83,16.59,4.56
Bronx,Highbridge,2,5,15.85,14.9,3.902
Bronx,Highbridge,4,14,17.08,23.67,8.314
Bronx,Highbridge,5,17,31.6,19.23,10.009
Bronx,Highbridge,6,42,35.3,16.84,9.024
Bronx,Highbridge,7,71,25.5,14.68,7.43
Bronx,Highbridge,8,43,27.12,12.32,7.03
Bronx,Highbridge,9,31,23.35,12.0,5.973
Bronx,Highbridge,10,12,35.64,12.92,8.578
Bronx,Highbridge,11,21,20.92,11.36,6.413
Bronx,Highbridge,12,23,32.05,12.48,7.129
Bronx,Highbridge,13,18,20.88,10.64,5.508
Bronx,Highbridge,14,19,42.37,10.81,7.482
Bronx,Highbridge,15,11,30.8,11.35,5.971
Bronx,Highbridge,16,11,22.63,11.03,6.795
Bronx,Highbridge,17,10,16.11,8.81,4.332
Bronx,Highbridge,18,8,26.31,13.45,9.035
Bronx,Highbridge,19,9,17.0,10.3,2.443
Bronx,Highbridge,20,8,16.51,13.42,4.018
Bronx,Highbridge,21,5,28.63,28.13,11.658
Bronx,Highbridge,22,11,15.85,12.15,4.642
Bronx,Highbridge,23,11,12.98,19.33,5.813
Bronx,Hunts Point,0,9,17.28,19.17,6.364
Bronx,Hunts Point,1,3,14.95,20.07,6.793
Bronx,Hunts Point,2,6,17.34,15.54,4.525
Bronx,Hunts Point,3,5,12.55,13.54,3.76
Bronx,Hunts Point,4,13,14.87,22.9,7.012
Bronx,Hunts Point,5,12,17.68,17.56,6.503
Bronx,Hunts Point,6,15,31.27,16.25,8.727
Bronx,Hunts Point,7,34,24.07,12.36,6.254
Bronx,Hunts Point,8,23,25.42,11.44,6.612
Bronx,Hunts Point,9,16,22.04,13.15,5.953
Bronx,Hunts Point,10,11,19.47,18.55,6.473
Bronx,Hunts Point,11,12,19.77,16.33,6.877
Bronx,Hunts Point,12,13,18.97,10.63,5.966
Bronx,Hunts Point,13,8,29.0,12.23,9.844
Bronx,Hunts Point,14,12,21.0,14.75,6.066
Bronx,Hunts Point,15,13,19.35,12.27,5.555
Bronx,Hunts Point,16,6,31.33,9.94,4.76
Bronx,Hunts Point,17,14,34.98,10.41,8.686
Bronx,Hunts Point,18,8,20.02,17.03,7.274
Bronx,Hunts Point,19,11,29.53,13.89,9.214
Bronx,Hunts Point,20,9,13.78,17.35,3.738
Bronx,Hunts Point,21,2,17.09,11.32,3.345
Bronx,Hunts Point,22,1,15.27,19.41,4.94
Bronx,Hunts Point,23,8,21.43,21.13,8.471
Bronx,Kingsbridge Heights,0,6,18.06,20.13,10.202
Bronx,Kingsbridge Heights,2,1,17.35,18.57,5.37
Bronx,Kingsbridge Heights,3,1,10.38,21.5,3.72
Bronx,Kingsbridge Heights,4,4,10.83,21.97,5.313
Bronx,Kingsbridge Heights,5,4,33.23,17.4,9.513
Bronx,Kingsbridge Heights,6,10,19.57,18.7,7.417
Bronx,Kingsbridge Heights,7,37,29.98,13.02,7.805
Bronx,Kingsbridge Heights,8,33,27.0,11.39,6.534
Bronx,Kingsbridge Heights,9,28,35.43,11.09,7.87
Bronx,Kingsbridge Heights,10,15,39.27,13.64,7.795
Bronx,Kingsbridge Heights,11,12,37.7,11.17,10.21
Bronx,Kingsbridge Heights,12,14,39.49,8.96,7.296
Bronx,Kingsbridge Heights,13,10,25.78,14.22,9.203
Bronx,Kingsbridge Heights,14,12,29.65,12.82,8.279
Bronx,Kingsbridge Heights,15,12,42.29,11.83,9.494
Bronx,Kingsbridge Heights,16,11,40.0,12.76,7.407
Bronx,Kingsbridge Heights,17,5,28.17,14.12,6.88
Bronx,Kingsbridge Heights,18,6,30.4,13.98,9.653
Bronx,Kingsbridge Heights,19,6,61.55,11.25,14.067
Bronx,Kingsbridge Heights,20,7,29.0,21.18,11.916
Bronx,Kingsbridge Heights,21,4,30.38,18.78,11.043
Bronx,Kingsbridge Heights,22,1,21.98,20.69,7.58
Bronx,Kingsbridge Heights,23,12,14.33,23.72,6.273
Bronx,Longwood,0,3,12.12,9.9,2.293
Bronx,Longwood,1,1,6.95,7.77,0.9
Bronx,Longwood,2,3,16.33,12.16,5.27
Bronx,Longwood,3,4,13.4,16.57,4.273
Bronx,Longwood,4,7,15.4,15.4,4.809
Bronx,Longwood,5,10,20.02,15.38,6.448
Bronx,Longwood,6,14,29.1,15.25,7.825
Bronx,Longwood,7,25,30.18,9.09,6.715
Bronx,Longwood,8,23,27.98,10.23,6.504
Bronx,Longwood,9,12,29.67,9.0,5.862
Bronx,Longwood,10,13,45.7,11.65,11.337
Bronx,Longwood,11,5,42.4,10.35,8.622
Bronx,Longwood,12,10,44.84,9.09,9.334
Bronx,Longwood,13,10,25.73,10.06,6.228
Bronx,Longwood,14,15,25.37,10.0,6.141
Bronx,Longwood,15,9,26.53,8.48,4.354
Bronx,Longwood,16,4,26.92,7.63,3.15
Bronx,Longwood,17,7,27.82,13.15,6.504
Bronx,Longwood,18,3,31.48,8.0,6.587
Bronx,Longwood,19,3,19.43,10.53,3.263
Bronx,Longwood,20,5,19.37,9.29,4.52
Bronx,Longwood,21,3,35.83,17.53,12.12
Bronx,Longwood,22,7,18.65,21.11,8.687
Bronx,Longwood,23,7,19.58,21.75,7.07
Bronx,Melrose South,0,17,16.07,22.67,6.004
Bronx,Melrose South,1,8,15.12,17.13,4.675
Bronx,Melrose South,2,2,29.67,13.12,6.515
Bronx,Melrose South,3,5,18.72,11.34,5.6
Bronx,Melrose South,4,10,14.5,10.48,3.383
Bronx,Melrose South,5,22,24.54,13.14,7.465
Bronx,Melrose South,6,55,26.82,11.86,6.936
Bronx,Melrose South,7,46,25.85,9.08,5.198
Bronx,Melrose South,8,36,21.23,8.92,5.006
Bronx,Melrose South,9,30,32.17,8.73,6.048
Bronx,Melrose South,10,28,24.42,8.37,4.396
Bronx,Melrose South,11,23,29.23,10.7,9.143
Bronx,Melrose South,12,27,18.97,9.69,5.3
Bronx,Melrose South,13,35,21.58,8.71,3.641
Bronx,Melrose South,14,45,26.87,9.01,7.356
Bronx,Melrose South,15,22,22.48,7.25,5.024
Bronx,Melrose South,16,21,30.37,8.6,4.603
Bronx,Melrose South,17,34,22.26,7.64,4.181
Bronx,Melrose South,18,25,14.63,8.76,3.898
Bronx,Melrose South,19,20,25.08,11.61,7.52
Bronx,Melrose South,20,16,10.97,10.29,5.567
Bronx,Melrose South,21,9,15.38,18.61,6.836
Bronx,Melrose South,22,21,18.3,12.59,4.753
Bronx,Melrose South,23,22,16.05,12.49,4.284
Bronx,Morrisania/Melrose,0,3,32.5,21.6,12.643
Bronx,Morrisania/Melrose,1,4,18.33,8.21,2.073
Bronx,Morrisania/Melrose,2,1,12.5,8.3,1.73
Bronx,Morrisania/Melrose,3,5,18.92,22.6,6.606
Bronx,Morrisania/Melrose,4,15,14.52,15.6,5.675
Bronx,Morrisania/Melrose,5,32,16.33,15.08,8.047
Bronx,Morrisania/Melrose,6,48,23.57,11.55,6.595
Bronx,Morrisania/Melrose,7,68,26.18,10.2,6.207
Bronx,Morrisania/Melrose,8,49,26.57,8.41,4.697
Bronx,Morrisania/Melrose,9,22,39.2,10.4,7.28
Bronx,Morrisania/Melrose,10,21,35.12,9.97,6.731
Bronx,Morrisania/Melrose,11,16,38.17,6.68,5.95
Bronx,Morrisania/Melrose,12,27,32.5,9.05,6.996
Bronx,Morrisania/Melrose,13,21,28.57,8.74,6.44
Bronx,Morrisania/Melrose,14,23,30.22,9.49,5.484
Bronx,Morrisania/Melrose,15,23,32.53,9.31,7.478
Bronx,Morrisania/Melrose,16,3,10.62,8.08,1.757
Bronx,Morrisania/Melrose,17,8,30.24,7.24,4.065
Bronx,Morrisania/Melrose,18,5,41.23,10.48,8.112
Bronx,Morrisania/Melrose,19,7,13.37,12.03,6.701
Bronx,Morrisania/Melrose,20,2,13.68,11.44,2.495
Bronx,Morrisania/Melrose,21,6,20.25,17.7,6.712
Bronx,Morrisania/Melrose,22,14,15.88,16.86,4.95
Bronx,Morrisania/Melrose,23,5,14.75,14.64,5.04
Bronx,Mott Haven/Port Morris,0,43,12.37,20.69,4.676
Bronx,Mott Haven/Port Morris,1,10,15.26,10.18,4.575
Bronx,Mott Haven/Port Morris,2,13,9.43,22.29,3.523
Bronx,Mott Haven/Port Morris,3,20,15.86,24.91,6.756
Bronx,Mott Haven/Port Morris,4,29,14.17,20.58,6.246
Bronx,Mott Haven/Port Morris,5,40,15.7,21.65,5.52
Bronx,Mott Haven/Port Morris,6,55,18.25,15.79,5.907
Bronx,Mott Haven/Port Morris,7,114,22.97,14.11,5.866
Bronx,Mott Haven/Port Morris,8,79,27.0,9.18,5.845
Bronx,Mott Haven/Port Morris,9,44,20.08,8.42,5.013
Bronx,Mott Haven/Port Morris,10,47,20.2,11.32,6.065
Bronx,Mott Haven/Port Morris,11,43,21.78,9.46,5.472
Bronx,Mott Haven/Port Morris,12,45,18.45,14.49,5.729
Bronx,Mott Haven/Port Morris,13,47,19.58,12.2,5.615
Bronx,Mott Haven/Port Morris,14,69,22.45,13.06,5.98
Bronx,Mott Haven/Port Morris,15,53,28.88,10.42,5.877
Bronx,Mott Haven/Port Morris,16,58,27.48,10.43,5.178
Bronx,Mott Haven/Port Morris,17,61,23.5,11.44,5.185
Bronx,Mott Haven/Port Morris,18,48,16.83,12.57,4.623
Bronx,Mott Haven/Port Morris,19,30,15.74,13.28,3.959
Bronx,Mott Haven/Port Morris,20,38,14.48,15.32,5.096
Bronx,Mott Haven/Port Morris,21,27,19.0,19.14,6.635
Bronx,Mott Haven/Port Morris,22,40,17.88,21.17,6.832
Bronx,Mott Haven/Port Morris,23,57,16.17,19.46,5.768
Bronx,Mount Hope,0,6,13.62,14.45,3.36
Bronx,Mount Hope,1,8,13.9,20.86,5.781
Bronx,Mount Hope,2,6,7.73,11.22,1.872
Bronx,Mount Hope,3,5,11.67,20.11,4.398
Bronx,Mount Hope,4,7,14.0,31.64,7.23
Bronx,Mount Hope,5,11,16.4,19.9,6.693
Bronx,Mount Hope,6,34,30.66,16.31,8.965
Bronx,Mount Hope,7,59,24.52,12.9,6.923
Bronx,Mount Hope,8,42,20.88,9.56,5.131
Bronx,Mount Hope,9,16,27.82,9.26,5.476
Bronx,Mount Hope,10,23,39.68,14.69,8.224
Bronx,Mount Hope,11,14,38.55,11.33,8.038
Bronx,Mount Hope,12,17,53.4,9.67,8.866
Bronx,Mount Hope,13,19,41.22,12.73,9.456
Bronx,Mount Hope,14,24,29.18,11.26,6.427
Bronx,Mount Hope,15,20,32.25,10.71,8.374
